show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,description
s1954,Movie,Title_954,Raj Kumar,United Kingdom,11/20/2015,2015,R,177 min,Thriller,A thriller themed movie exploring unique stories.
s1955,Movie,Title_955,Zoya Akhtar,United Kingdom,5/17/2023,2007,PG-13,154 min,Drama,A drama themed movie exploring unique stories.
s1956,TV Show,Title_956,Anurag Kashyap,India,10/24/2023,2007,R,7 Seasons,Action,A action themed tv show exploring unique stories.
s1957,Movie,Title_957,Unknown,Japan,11/26/2019,2024,TV-14,62 min,Romance,A romance themed movie exploring unique stories.
s1958,TV Show,Title_958,Raj Kumar,United States,10/11/2015,2007,PG-13,4 Seasons,Action,A action themed tv show exploring unique stories.
s1959,Movie,Title_959,Christopher Nolan,Japan,8/1/2015,2012,TV-MA,129 min,Documentary,A documentary themed movie exploring unique stories.
s1960,Movie,Title_960,Raj Kumar,Japan,7/17/2019,2001,TV-14,133 min,Drama,A drama themed movie exploring unique stories.
s1961,Movie,Title_961,Raj Kumar,South Korea,10/8/2019,2011,PG,152 min,Romance,A romance themed movie exploring unique stories.
s1962,TV Show,Title_962,Zoya Akhtar,India,7/17/2017,2009,TV-G,8 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1963,Movie,Title_963,Anurag Kashyap,India,1/21/2017,2011,TV-14,166 min,Action,A action themed movie exploring unique stories.
s1964,Movie,Title_964,Christopher Nolan,India,11/18/2018,2010,PG-13,128 min,Action,A action themed movie exploring unique stories.
s1965,Movie,Title_965,Sanjay Leela Bhansali,South Korea,7/14/2021,2014,TV-G,94 min,Romance,A romance themed movie exploring unique stories.
s1966,Movie,Title_966,Sanjay Leela Bhansali,Canada,12/27/2019,2015,TV-14,65 min,Drama,A drama themed movie exploring unique stories.
s1967,TV Show,Title_967,Raj Kumar,Japan,11/11/2017,2016,TV-MA,4 Seasons,Action,A action themed tv show exploring unique stories.
s1968,TV Show,Title_968,Zoya Akhtar,South Korea,11/30/2019,2001,TV-MA,8 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1969,Movie,Title_969,Zoya Akhtar,United Kingdom,3/7/2020,2017,PG,82 min,Documentary,A documentary themed movie exploring unique stories.
s1970,TV Show,Title_970,Sanjay Leela Bhansali,United States,4/15/2015,2011,R,5 Seasons,Romance,A romance themed tv show exploring unique stories.
s1971,Movie,Title_971,Christopher Nolan,Canada,1/29/2019,2018,TV-G,95 min,Comedy,A comedy themed movie exploring unique stories.
s1972,Movie,Title_972,Anurag Kashyap,United Kingdom,1/22/2019,2022,PG-13,117 min,Comedy,A comedy themed movie exploring unique stories.
s1973,Movie,Title_973,Christopher Nolan,Japan,12/26/2018,2017,PG-13,65 min,Drama,A drama themed movie exploring unique stories.
s1974,TV Show,Title_974,Unknown,India,2/8/2017,2016,R,3 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1975,TV Show,Title_975,Unknown,Japan,7/26/2022,2005,TV-MA,8 Seasons,Action,A action themed tv show exploring unique stories.
s1976,TV Show,Title_976,Anurag Kashyap,South Korea,9/11/2022,2024,TV-MA,8 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1977,TV Show,Title_977,Sanjay Leela Bhansali,United States,5/13/2020,2014,TV-14,6 Seasons,Drama,A drama themed tv show exploring unique stories.
s1978,TV Show,Title_978,Anurag Kashyap,South Korea,7/20/2020,2002,PG,3 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1979,TV Show,Title_979,Zoya Akhtar,Canada,1/6/2024,2005,TV-G,4 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1980,TV Show,Title_980,Unknown,Canada,1/14/2016,2002,PG,7 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1981,TV Show,Title_981,Raj Kumar,United States,1/7/2024,2000,PG,2 Seasons,Drama,A drama themed tv show exploring unique stories.
s1982,TV Show,Title_982,Raj Kumar,United Kingdom,2/12/2024,2012,TV-14,7 Seasons,Drama,A drama themed tv show exploring unique stories.
s1983,Movie,Title_983,Sanjay Leela Bhansali,United Kingdom,12/13/2016,2020,PG,102 min,Action,A action themed movie exploring unique stories.
s1984,TV Show,Title_984,Zoya Akhtar,Canada,5/31/2024,2013,R,6 Seasons,Drama,A drama themed tv show exploring unique stories.
s1985,TV Show,Title_985,Christopher Nolan,Canada,10/4/2018,2012,TV-14,7 Seasons,Action,A action themed tv show exploring unique stories.
s1986,TV Show,Title_986,Zoya Akhtar,India,8/13/2015,2003,R,4 Seasons,Action,A action themed tv show exploring unique stories.
s1987,TV Show,Title_987,Raj Kumar,United Kingdom,10/4/2019,2006,TV-14,6 Seasons,Romance,A romance themed tv show exploring unique stories.
s1988,TV Show,Title_988,Raj Kumar,United States,1/7/2017,2021,PG,5 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1989,TV Show,Title_989,Unknown,United Kingdom,8/24/2015,2009,R,7 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1990,TV Show,Title_990,Zoya Akhtar,India,7/2/2015,2006,R,5 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1991,TV Show,Title_991,Zoya Akhtar,South Korea,12/12/2016,2020,R,8 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1992,TV Show,Title_992,Raj Kumar,Canada,3/7/2020,2014,TV-14,1 Seasons,Romance,A romance themed tv show exploring unique stories.
s1993,TV Show,Title_993,Christopher Nolan,Canada,10/27/2021,2014,PG-13,3 Seasons,Action,A action themed tv show exploring unique stories.
s1994,TV Show,Title_994,Sanjay Leela Bhansali,India,3/3/2020,2003,PG,6 Seasons,Action,A action themed tv show exploring unique stories.
s1995,Movie,Title_995,Sanjay Leela Bhansali,United States,9/14/2016,2022,R,109 min,Drama,A drama themed movie exploring unique stories.
s1996,Movie,Title_996,Zoya Akhtar,Canada,6/5/2023,2022,TV-G,175 min,Romance,A romance themed movie exploring unique stories.
s1997,TV Show,Title_997,Sanjay Leela Bhansali,Japan,6/13/2018,2005,PG-13,3 Seasons,Drama,A drama themed tv show exploring unique stories.
s1998,TV Show,Title_998,Raj Kumar,Canada,2/24/2018,2023,TV-G,8 Seasons,Romance,A romance themed tv show exploring unique stories.
s1999,Movie,Title_999,Raj Kumar,Japan,9/11/2023,2019,PG,168 min,Drama,A drama themed movie exploring unique stories.
s2000,TV Show,Title_1000,Zoya Akhtar,India,1/18/2017,2004,PG,2 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2001,Movie,Title_1001,Zoya Akhtar,India,9/21/2024,2019,R,94 min,Thriller,A thriller themed movie exploring unique stories.
s2002,Movie,Title_1002,Unknown,Canada,1/11/2021,2011,R,121 min,Thriller,A thriller themed movie exploring unique stories.
s2003,Movie,Title_1003,Zoya Akhtar,United Kingdom,4/23/2021,2000,TV-14,116 min,Documentary,A documentary themed movie exploring unique stories.
s2004,Movie,Title_1004,Christopher Nolan,Japan,4/1/2021,2007,PG-13,94 min,Action,A action themed movie exploring unique stories.
s2005,Movie,Title_1005,Sanjay Leela Bhansali,United States,12/22/2021,2000,PG-13,108 min,Documentary,A documentary themed movie exploring unique stories.
s2006,TV Show,Title_1006,Zoya Akhtar,Canada,5/25/2021,2004,R,4 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2007,Movie,Title_1007,Anurag Kashyap,United States,5/24/2016,2021,PG,64 min,Documentary,A documentary themed movie exploring unique stories.
s2008,TV Show,Title_1008,Unknown,Canada,4/25/2019,2005,R,4 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2009,TV Show,Title_1009,Anurag Kashyap,United Kingdom,12/29/2019,2020,PG,8 Seasons,Action,A action themed tv show exploring unique stories.
s2010,Movie,Title_1010,Raj Kumar,United Kingdom,7/19/2022,2002,PG,179 min,Comedy,A comedy themed movie exploring unique stories.
s2011,Movie,Title_1011,Sanjay Leela Bhansali,United Kingdom,2/23/2017,2014,R,166 min,Thriller,A thriller themed movie exploring unique stories.
s2012,TV Show,Title_1012,Zoya Akhtar,South Korea,1/20/2023,2004,TV-MA,4 Seasons,Drama,A drama themed tv show exploring unique stories.
s2013,Movie,Title_1013,Anurag Kashyap,United Kingdom,9/24/2022,2023,PG-13,95 min,Romance,A romance themed movie exploring unique stories.
s2014,Movie,Title_1014,Sanjay Leela Bhansali,India,12/19/2024,2013,TV-G,102 min,Comedy,A comedy themed movie exploring unique stories.
s2015,TV Show,Title_1015,Raj Kumar,India,6/3/2021,2017,PG,1 Seasons,Action,A action themed tv show exploring unique stories.
s2016,TV Show,Title_1016,Christopher Nolan,South Korea,5/17/2015,2015,PG,8 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2017,Movie,Title_1017,Unknown,Japan,8/20/2021,2005,TV-MA,128 min,Documentary,A documentary themed movie exploring unique stories.
s2018,TV Show,Title_1018,Sanjay Leela Bhansali,United States,11/4/2020,2024,TV-G,3 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2019,Movie,Title_1019,Sanjay Leela Bhansali,Canada,7/22/2024,2023,TV-14,151 min,Action,A action themed movie exploring unique stories.
s2020,Movie,Title_1020,Christopher Nolan,Canada,11/13/2019,2013,TV-MA,77 min,Comedy,A comedy themed movie exploring unique stories.
s2021,Movie,Title_1021,Sanjay Leela Bhansali,South Korea,5/7/2018,2023,TV-G,67 min,Action,A action themed movie exploring unique stories.
s2022,TV Show,Title_1022,Raj Kumar,India,9/4/2024,2007,TV-MA,3 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2023,TV Show,Title_1023,Raj Kumar,Canada,10/20/2021,2006,PG,3 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2024,TV Show,Title_1024,Christopher Nolan,India,8/26/2018,2007,PG-13,6 Seasons,Drama,A drama themed tv show exploring unique stories.
s2025,TV Show,Title_1025,Unknown,Japan,11/13/2019,2012,TV-MA,3 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2026,TV Show,Title_1026,Zoya Akhtar,United States,7/28/2018,2005,TV-14,3 Seasons,Drama,A drama themed tv show exploring unique stories.
s2027,Movie,Title_1027,Anurag Kashyap,Japan,4/17/2024,2017,R,114 min,Documentary,A documentary themed movie exploring unique stories.
s2028,Movie,Title_1028,Zoya Akhtar,South Korea,2/2/2017,2001,TV-G,154 min,Thriller,A thriller themed movie exploring unique stories.
s2029,Movie,Title_1029,Sanjay Leela Bhansali,United Kingdom,12/2/2016,2007,TV-MA,66 min,Thriller,A thriller themed movie exploring unique stories.
s2030,Movie,Title_1030,Anurag Kashyap,United Kingdom,3/9/2023,2010,TV-MA,107 min,Comedy,A comedy themed movie exploring unique stories.
s2031,TV Show,Title_1031,Christopher Nolan,United Kingdom,6/1/2015,2000,TV-14,5 Seasons,Romance,A romance themed tv show exploring unique stories.
s2032,Movie,Title_1032,Christopher Nolan,Japan,8/18/2018,2021,PG-13,174 min,Documentary,A documentary themed movie exploring unique stories.
s2033,TV Show,Title_1033,Unknown,Canada,7/25/2018,2005,TV-MA,7 Seasons,Action,A action themed tv show exploring unique stories.
s2034,Movie,Title_1034,Anurag Kashyap,United States,9/8/2019,2015,TV-MA,166 min,Documentary,A documentary themed movie exploring unique stories.
s2035,TV Show,Title_1035,Raj Kumar,United Kingdom,10/28/2017,2019,PG-13,5 Seasons,Action,A action themed tv show exploring unique stories.
s2036,TV Show,Title_1036,Anurag Kashyap,South Korea,3/17/2017,2011,TV-14,1 Seasons,Action,A action themed tv show exploring unique stories.
s2037,Movie,Title_1037,Sanjay Leela Bhansali,South Korea,8/23/2015,2010,TV-G,120 min,Drama,A drama themed movie exploring unique stories.
s2038,Movie,Title_1038,Raj Kumar,United Kingdom,6/15/2022,2009,TV-G,61 min,Action,A action themed movie exploring unique stories.
s2039,Movie,Title_1039,Christopher Nolan,United Kingdom,7/14/2016,2002,TV-MA,136 min,Action,A action themed movie exploring unique stories.
s2040,Movie,Title_1040,Anurag Kashyap,United States,8/18/2018,2012,PG-13,166 min,Comedy,A comedy themed movie exploring unique stories.
s2041,TV Show,Title_1041,Zoya Akhtar,United Kingdom,2/7/2015,2002,TV-MA,2 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2042,Movie,Title_1042,Unknown,United States,3/5/2018,2014,R,168 min,Documentary,A documentary themed movie exploring unique stories.
s2043,Movie,Title_1043,Zoya Akhtar,South Korea,11/9/2022,2015,TV-G,119 min,Documentary,A documentary themed movie exploring unique stories.
s2044,TV Show,Title_1044,Unknown,United Kingdom,2/25/2016,2012,PG,3 Seasons,Action,A action themed tv show exploring unique stories.
s2045,Movie,Title_1045,Sanjay Leela Bhansali,Japan,5/27/2018,2016,R,118 min,Romance,A romance themed movie exploring unique stories.
s2046,Movie,Title_1046,Zoya Akhtar,Japan,12/14/2015,2002,TV-MA,131 min,Documentary,A documentary themed movie exploring unique stories.
s2047,Movie,Title_1047,Anurag Kashyap,South Korea,1/6/2020,2019,TV-14,138 min,Action,A action themed movie exploring unique stories.
s2048,Movie,Title_1048,Anurag Kashyap,United States,4/19/2019,2010,TV-G,131 min,Drama,A drama themed movie exploring unique stories.
s2049,Movie,Title_1049,Zoya Akhtar,Japan,8/17/2023,2020,PG,145 min,Drama,A drama themed movie exploring unique stories.
s2050,TV Show,Title_1050,Anurag Kashyap,United States,8/27/2022,2018,R,1 Seasons,Drama,A drama themed tv show exploring unique stories.
s2051,Movie,Title_1051,Sanjay Leela Bhansali,Japan,4/2/2020,2021,TV-G,144 min,Action,A action themed movie exploring unique stories.
s2052,Movie,Title_1052,Raj Kumar,Japan,5/9/2021,2010,PG-13,103 min,Comedy,A comedy themed movie exploring unique stories.
s2053,Movie,Title_1053,Sanjay Leela Bhansali,United States,11/7/2023,2015,TV-14,160 min,Romance,A romance themed movie exploring unique stories.
s2054,Movie,Title_1054,Unknown,Canada,3/16/2020,2020,R,71 min,Action,A action themed movie exploring unique stories.
s2055,Movie,Title_1055,Sanjay Leela Bhansali,Japan,6/13/2021,2002,PG-13,72 min,Comedy,A comedy themed movie exploring unique stories.
s2056,TV Show,Title_1056,Unknown,United Kingdom,10/29/2018,2021,TV-MA,2 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2057,Movie,Title_1057,Anurag Kashyap,South Korea,4/12/2023,2005,PG-13,124 min,Documentary,A documentary themed movie exploring unique stories.
s2058,TV Show,Title_1058,Raj Kumar,Canada,8/12/2022,2013,R,1 Seasons,Action,A action themed tv show exploring unique stories.
s2059,TV Show,Title_1059,Anurag Kashyap,United States,6/8/2023,2023,R,1 Seasons,Action,A action themed tv show exploring unique stories.
s2060,Movie,Title_1060,Christopher Nolan,Canada,12/30/2019,2017,TV-MA,76 min,Comedy,A comedy themed movie exploring unique stories.
s2061,Movie,Title_1061,Anurag Kashyap,India,10/27/2021,2016,PG-13,88 min,Comedy,A comedy themed movie exploring unique stories.
s2062,Movie,Title_1062,Unknown,India,9/20/2023,2003,PG-13,119 min,Comedy,A comedy themed movie exploring unique stories.
s2063,Movie,Title_1063,Anurag Kashyap,Japan,5/13/2018,2022,TV-MA,156 min,Documentary,A documentary themed movie exploring unique stories.
s2064,TV Show,Title_1064,Anurag Kashyap,Japan,2/9/2016,2014,PG-13,2 Seasons,Action,A action themed tv show exploring unique stories.
s2065,Movie,Title_1065,Raj Kumar,United Kingdom,9/18/2019,2010,TV-G,179 min,Comedy,A comedy themed movie exploring unique stories.
s2066,Movie,Title_1066,Anurag Kashyap,South Korea,12/10/2022,2002,TV-MA,161 min,Drama,A drama themed movie exploring unique stories.
s2067,Movie,Title_1067,Raj Kumar,Canada,5/5/2018,2002,TV-14,112 min,Action,A action themed movie exploring unique stories.
s2068,Movie,Title_1068,Zoya Akhtar,India,9/26/2022,2015,R,69 min,Documentary,A documentary themed movie exploring unique stories.
s2069,Movie,Title_1069,Christopher Nolan,Japan,4/25/2015,2004,TV-14,136 min,Drama,A drama themed movie exploring unique stories.
s2070,Movie,Title_1070,Raj Kumar,South Korea,9/28/2023,2020,TV-G,94 min,Thriller,A thriller themed movie exploring unique stories.
s2071,TV Show,Title_1071,Unknown,Canada,8/4/2019,2009,TV-G,4 Seasons,Action,A action themed tv show exploring unique stories.
s2072,TV Show,Title_1072,Zoya Akhtar,Japan,3/6/2015,2018,PG,6 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2073,Movie,Title_1073,Raj Kumar,Japan,7/23/2018,2024,PG,161 min,Comedy,A comedy themed movie exploring unique stories.
s2074,Movie,Title_1074,Raj Kumar,India,4/4/2017,2003,PG,87 min,Documentary,A documentary themed movie exploring unique stories.
s2075,Movie,Title_1075,Christopher Nolan,India,4/5/2021,2018,TV-MA,175 min,Comedy,A comedy themed movie exploring unique stories.
s2076,TV Show,Title_1076,Unknown,Japan,6/7/2021,2010,PG-13,7 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2077,Movie,Title_1077,Sanjay Leela Bhansali,United States,11/16/2018,2001,TV-G,85 min,Romance,A romance themed movie exploring unique stories.
s2078,TV Show,Title_1078,Sanjay Leela Bhansali,Japan,11/2/2024,2009,TV-14,2 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2079,Movie,Title_1079,Raj Kumar,South Korea,8/26/2017,2010,TV-14,160 min,Thriller,A thriller themed movie exploring unique stories.
s2080,Movie,Title_1080,Anurag Kashyap,Japan,1/4/2016,2024,TV-14,111 min,Documentary,A documentary themed movie exploring unique stories.
s2081,Movie,Title_1081,Unknown,United Kingdom,8/21/2015,2019,TV-14,172 min,Comedy,A comedy themed movie exploring unique stories.
s2082,Movie,Title_1082,Zoya Akhtar,United Kingdom,2/20/2021,2015,PG,127 min,Action,A action themed movie exploring unique stories.
s2083,TV Show,Title_1083,Anurag Kashyap,United Kingdom,6/25/2017,2018,TV-14,3 Seasons,Documentary,A documentary themed tv show exploring unique stories.
